username;title;model;verified;date;region;text;stars;id
Marcia Hall;A teenage poster;0;Verified Purchase;September 20, 2023;United States;"
Bought this for my daughter and she loves it.  It is very large so we used doubled sided tape we purchased separately to hang.  It was so heavy it still feel off the wall.
";3.0;B09PXYYF5P
