username;title;model;verified;date;region;text;stars;id
dll pa;Not as Advertised;0;Verified Purchase;September 7, 2012;United States;"
Product arrived labeled as Jumbo Salted Peanuts...the peanuts were actually small sized unsalted. Not sure if this was an error or if the vendor intended to represent the product as ""Jumbo"".
";1.0;"B00813GRG4
"
